Company Name,Job Opening Title,Description,Skills Needed,Level,Hiring Manager,Company Review,Estimated Salary (INR),Job Location,Employment Type,Experience Required,Education Required,Application Deadline,Job Posting Date,Company Size,Remote Option,Contact Information
Larsen & Toubro,DevOps Engineer,"As a DevOps Engineer, you will be responsible for bridging the gap between development and operations by automating and optimizing deployment processes and managing infrastructure. Your role involves implementing and maintaining continuous integration and continuous delivery (CI/CD) pipelines, configuring and managing cloud-based infrastructure, and ensuring the reliability and scalability of systems.

    You will work closely with development teams to automate build and deployment processes, streamline software releases, and reduce manual intervention. This includes creating and managing scripts for automated deployments, monitoring system performance, and troubleshooting issues to ensure smooth and efficient operations.

    Additionally, you will be involved in managing infrastructure-as-code (IaC) using tools such as Terraform or Ansible, and ensuring the security and compliance of systems through effective configuration management and monitoring. You will also work on implementing and managing containerization technologies like Docker and Kubernetes to support scalable and resilient applications.

    Your role will require strong problem-solving skills, expertise in scripting languages (such as Bash or Python), and familiarity with cloud platforms (such as AWS, Azure, or Google Cloud). You will also need to stay current with industry trends and best practices in DevOps to continuously improve processes and adopt new technologies.

    Collaboration with development, operations, and IT security teams will be essential to ensure that DevOps practices are integrated effectively into the software development lifecycle. By optimizing deployment processes and managing infrastructure, you will play a crucial role in delivering high-quality software products and ensuring their reliable operation.","Kubernetes, Linux, Docker, CI/CD, Scripting",Entry-Level,Amit Sharma,3.4414316945569188,970000,Ahmedabad,Contract,Entry-Level,BTech in IT,2024-04-09,2024-04-18,Small,No,kiaan.narain@larsen&toubro.com
Mahindra & Mahindra,QA Engineer,"As a QA Engineer, you will be responsible for ensuring the quality and reliability of software applications by conducting thorough testing and validation processes. Your role involves developing test plans, executing test cases, and identifying defects to ensure that software products meet specified requirements and standards.

    You will work closely with development teams to understand project requirements and create comprehensive test strategies that cover functional, regression, performance, and security testing. Your responsibilities will include writing and executing manual and automated test cases, reporting defects, and collaborating with developers to resolve issues.

    Additionally, you will be involved in setting up and maintaining test environments, using testing tools and frameworks to automate test processes, and continuously improving testing methodologies. You will also participate in code reviews, provide feedback on design and functionality, and ensure that testing is integrated into the development lifecycle from the early stages.

    Your role will require strong analytical skills, attention to detail, and proficiency in testing tools and frameworks such as Selenium, JUnit, or TestNG. Familiarity with software development methodologies, such as Agile or Scrum, will also be beneficial in effectively collaborating with cross-functional teams.

    By ensuring the quality and stability of software products, you will play a critical role in delivering high-quality solutions that meet user expectations and contribute to the organization’s success.","Performance Testing, Manual Testing, Test Automation, Bug Tracking, Selenium",Senior,Ritika Sharma,4.4589446439802956,770000,Kolkata,Contract,Senior,MBA,2024-06-02,2024-07-19,Small,No,anvi.dua@mahindra&mahindra.com
Bharti Airtel,Cybersecurity Analyst,"As a Cybersecurity Analyst, you will be responsible for protecting the organization’s information systems and data from cyber threats and security breaches. Your role involves monitoring network and system activity for signs of suspicious behavior, implementing security measures, and responding to security incidents to mitigate risks.

    You will conduct regular security assessments, including vulnerability scans and penetration tests, to identify and address potential security weaknesses. This includes analyzing security logs, investigating security incidents, and developing strategies to enhance overall security posture. Your responsibilities will also involve staying current with the latest security threats, trends, and best practices to ensure that security measures are up-to-date and effective.

    Additionally, you will work closely with IT teams to implement and manage security tools and technologies, such as firewalls, intrusion detection systems, and encryption solutions. You will also be involved in developing and maintaining security policies and procedures, conducting security awareness training for employees, and ensuring compliance with relevant regulations and standards.

    Your role will require a strong understanding of cybersecurity principles, network security, and threat analysis. Familiarity with security frameworks and tools, as well as relevant certifications (such as CISSP or CEH), will be important for success in this role. Strong analytical skills, attention to detail, and the ability to respond quickly to security incidents will be essential.

    By ensuring the protection of the organization’s information systems, you will play a crucial role in maintaining data confidentiality, integrity, and availability, and safeguarding the organization from potential security threats and breaches.","Firewalls, Network Security, Penetration Testing, Security Policies, Ethical Hacking",Mid-Level,Kiran Rao,3.964792908905025,1272000,Hyderabad,Full-Time,Mid-Level,MBA,2024-01-29,2024-08-11,Medium,No,advik.amble@bhartiairtel.com
Wipro,Software Engineer,"As a Software Engineer, you will be responsible for designing, developing, and maintaining high-quality software applications that meet user needs and business requirements. Your role will involve working throughout the software development lifecycle, from requirements gathering and system design to coding, testing, and deployment.

    You will collaborate with cross-functional teams, including product managers, UX/UI designers, and quality assurance professionals, to develop software solutions that are efficient, reliable, and scalable. Your responsibilities will include writing clean, maintainable code using programming languages such as Java, C++, Python, or JavaScript, and applying software engineering best practices to ensure the robustness of your applications.

    Additionally, you will be involved in the development of new features, bug fixing, and performance optimization to enhance the functionality and user experience of software products. This includes participating in code reviews, debugging issues, and implementing automated tests to ensure the quality and stability of your code.

    You will also work on integrating software with various systems and services, such as APIs, databases, and third-party libraries, to create cohesive and efficient solutions. Familiarity with development frameworks, version control systems (such as Git), and agile methodologies will be important for effectively managing your work and delivering results in a collaborative environment.

    Your role will require strong problem-solving skills, creativity, and the ability to adapt to new technologies and programming paradigms. A commitment to continuous learning and professional development will be crucial in staying up-to-date with industry trends and advancements in software engineering.

    By contributing your skills and expertise, you will play a key role in delivering high-quality software products that drive the success of the organization and meet the needs of its users.","Java, Software Development, Python, Algorithms, C++",Mid-Level,Priya Reddy,3.4424883743254506,825000,Ahmedabad,Contract,Mid-Level,MBA,2024-05-06,2024-08-24,Medium,Yes,indira.bobal@wipro.com
Tata Consultancy Services,Data Engineer,"As a Data Engineer, you will be responsible for designing, building, and maintaining scalable data pipelines that support the collection, storage, and processing of large volumes of data. Your primary focus will be on creating robust systems that facilitate the seamless flow of data from various sources to data warehouses and analytical platforms. This involves developing ETL (Extract, Transform, Load) processes, ensuring data quality and integrity, and optimizing data storage solutions.

    In this role, you will work closely with data scientists and analysts to understand their data requirements and provide them with clean, reliable, and accessible data. You will also be involved in the implementation and management of database systems, including relational databases like PostgreSQL or MySQL, as well as NoSQL databases such as MongoDB or Cassandra. Ensuring the performance and security of these databases will be a key part of your responsibilities.

    Additionally, you will be tasked with monitoring and troubleshooting data pipelines to resolve issues and maintain data flow efficiency. This includes identifying bottlenecks, optimizing query performance, and implementing best practices for data management. You will also work on integrating data from diverse sources, including APIs, third-party services, and internal systems, to create a unified and comprehensive data environment.

    Your role will require proficiency in programming languages such as Python, Java, or Scala, as well as experience with big data technologies like Apache Hadoop, Apache Spark, or Kafka. Familiarity with cloud-based data platforms, such as AWS Redshift or Google BigQuery, will also be beneficial. A strong understanding of data modeling, schema design, and data warehousing concepts is essential for success in this role.

    As a Data Engineer, you will be instrumental in enabling data-driven decision-making within the organization by providing high-quality, accessible data solutions that support business intelligence and analytics efforts.","ETL, SQL, Data Warehousing, Big Data, Python",Entry-Level,Amitabh Bachchan,4.208634375116137,924000,Indore,Part-Time,Entry-Level,MSc in Data Science,2024-06-12,2024-07-03,Large,No,chanchal.singh@tataconsultancyservices.com
ICICI Bank,QA Engineer,"As a QA Engineer, you will be responsible for ensuring the quality and reliability of software applications by conducting thorough testing and validation processes. Your role involves developing test plans, executing test cases, and identifying defects to ensure that software products meet specified requirements and standards.

    You will work closely with development teams to understand project requirements and create comprehensive test strategies that cover functional, regression, performance, and security testing. Your responsibilities will include writing and executing manual and automated test cases, reporting defects, and collaborating with developers to resolve issues.

    Additionally, you will be involved in setting up and maintaining test environments, using testing tools and frameworks to automate test processes, and continuously improving testing methodologies. You will also participate in code reviews, provide feedback on design and functionality, and ensure that testing is integrated into the development lifecycle from the early stages.

    Your role will require strong analytical skills, attention to detail, and proficiency in testing tools and frameworks such as Selenium, JUnit, or TestNG. Familiarity with software development methodologies, such as Agile or Scrum, will also be beneficial in effectively collaborating with cross-functional teams.

    By ensuring the quality and stability of software products, you will play a critical role in delivering high-quality solutions that meet user expectations and contribute to the organization’s success.","Test Automation, Bug Tracking, Selenium",Mid-Level,Sneha Gupta,3.1608458226959817,765000,Hyderabad,Part-Time,Mid-Level,MBA,2024-08-08,2024-01-13,Large,No,charvi.bora@icicibank.com
Infosys,Product Manager,"As a Product Manager, you will be responsible for overseeing the development, launch, and lifecycle of products within the organization. Your role involves coordinating with various teams, including engineering, marketing, and sales, to ensure that products are delivered successfully and meet market demands.

    You will lead the product development process from concept to launch, which includes conducting market research to identify customer needs and industry trends, defining product requirements, and creating detailed product roadmaps. Your responsibilities will involve working closely with stakeholders to prioritize features, set milestones, and manage the product backlog to ensure that development efforts align with business goals.

    Additionally, you will be responsible for monitoring product performance, gathering user feedback, and analyzing market data to make informed decisions about product enhancements and improvements. You will collaborate with marketing teams to develop go-to-market strategies, create product messaging, and support promotional activities to drive product adoption and growth.

    Your role will also include managing the product lifecycle, which involves overseeing product releases, coordinating with support teams to address customer issues, and making strategic decisions about product updates and discontinuation. Strong project management skills, strategic thinking, and the ability to communicate effectively with both technical and non-technical stakeholders will be essential for success in this role.

    You will be expected to stay up-to-date with industry trends and competitive landscape, leveraging your knowledge to drive innovation and ensure that products remain relevant and competitive in the market. Your role as a Product Manager will be instrumental in delivering high-impact products that contribute to the organization’s success and meet the needs of its customers.","Product Development, Strategic Planning, Cross-Functional Collaboration, Market Research, Project Management",Entry-Level,Ritika Sharma,4.427490286332061,1050000,Vadodara,Contract,Entry-Level,BTech in CS,2024-01-12,2024-07-03,Large,Yes,devansh.batta@infosys.com
HCL Technologies,Cloud Engineer,"As a Cloud Engineer, you will be responsible for designing, deploying, and managing cloud-based infrastructure and services to support the organization's IT needs. Your role involves working with cloud platforms, such as AWS, Azure, or Google Cloud, to create scalable and reliable cloud environments that meet business requirements.

    You will work on designing cloud architectures, including setting up and configuring cloud services, managing virtual machines, and implementing storage solutions. Your responsibilities will also include optimizing cloud resources for performance and cost-efficiency, ensuring the security and compliance of cloud environments, and automating cloud operations using tools such as Terraform or CloudFormation.

    Additionally, you will collaborate with development teams to integrate cloud services with applications, monitor cloud infrastructure for performance and availability, and troubleshoot issues as they arise. You will also be involved in developing and implementing disaster recovery and backup strategies to ensure data protection and continuity of operations.

    Your role will require strong technical skills in cloud computing technologies, as well as experience with scripting and automation. Familiarity with cloud security best practices, as well as relevant cloud certifications (such as AWS Certified Solutions Architect or Azure Certified Solutions Architect), will be valuable assets.

    By leveraging your expertise in cloud technologies, you will play a key role in enabling the organization to harness the benefits of cloud computing, including scalability, flexibility, and cost-efficiency, while ensuring the reliability and security of cloud-based systems and services.","GCP, Cloud Security, DevOps, AWS",Mid-Level,Neha Mehta,4.714136246644831,760000,Noida,Full-Time,Mid-Level,BTech in CS,2024-07-26,2024-07-01,Large,No,dakshesh.gopal@hcltechnologies.com
Infosys,QA Engineer,"As a QA Engineer, you will be responsible for ensuring the quality and reliability of software applications by conducting thorough testing and validation processes. Your role involves developing test plans, executing test cases, and identifying defects to ensure that software products meet specified requirements and standards.

    You will work closely with development teams to understand project requirements and create comprehensive test strategies that cover functional, regression, performance, and security testing. Your responsibilities will include writing and executing manual and automated test cases, reporting defects, and collaborating with developers to resolve issues.

    Additionally, you will be involved in setting up and maintaining test environments, using testing tools and frameworks to automate test processes, and continuously improving testing methodologies. You will also participate in code reviews, provide feedback on design and functionality, and ensure that testing is integrated into the development lifecycle from the early stages.

    Your role will require strong analytical skills, attention to detail, and proficiency in testing tools and frameworks such as Selenium, JUnit, or TestNG. Familiarity with software development methodologies, such as Agile or Scrum, will also be beneficial in effectively collaborating with cross-functional teams.

    By ensuring the quality and stability of software products, you will play a critical role in delivering high-quality solutions that meet user expectations and contribute to the organization’s success.","Manual Testing, Selenium, Performance Testing, Test Automation",Senior,Neha Mehta,4.698095959987679,750000,Hyderabad,Part-Time,Senior,MBA,2024-02-05,2024-07-06,Medium,No,nidra.dyal@infosys.com
Wipro,Network Engineer,"As a Network Engineer, you will be responsible for designing, implementing, and managing network infrastructure to ensure reliable and secure connectivity across the organization. Your role involves configuring and maintaining network hardware, such as routers, switches, and firewalls, and ensuring that network systems operate efficiently and securely.

    You will work on designing network architectures, including local area networks (LANs), wide area networks (WANs), and virtual private networks (VPNs), to support organizational operations and connectivity needs. Your responsibilities will also include monitoring network performance, identifying and resolving connectivity issues, and implementing network security measures to protect against cyber threats.

    Additionally, you will collaborate with other IT professionals to integrate network systems with existing infrastructure, support network-related projects, and ensure that network solutions align with business requirements. You will also be involved in planning and executing network upgrades, migrations, and expansions to accommodate growing organizational needs.

    Your role will require strong technical skills in networking protocols, such as TCP/IP, and experience with network management tools and technologies. Familiarity with network security best practices, as well as certification in networking technologies (such as Cisco CCNA or CompTIA Network+), will be valuable assets in this role.

    By ensuring the reliability, security, and performance of network infrastructure, you will play a crucial role in supporting the organization’s connectivity and communication needs and enabling efficient and secure network operations.","Network Security, Networking, Routing",Senior,Ritika Sharma,3.3126210892625805,840000,Hyderabad,Part-Time,Senior,MSc in Data Science,2024-05-07,2024-05-28,Large,Yes,chanakya.agarwal@wipro.com
HCL Technologies,Database Administrator,"As a Database Administrator, you will be responsible for managing and maintaining database systems to ensure their performance, security, and availability. Your role involves configuring and optimizing database servers, performing regular backups and recovery operations, and monitoring database performance to identify and resolve issues.

    You will work on designing and implementing database architectures, including schema design, indexing strategies, and partitioning techniques, to support efficient data storage and retrieval. Your responsibilities will also include managing database security, including user access controls, encryption, and compliance with data protection regulations.

    Additionally, you will be involved in troubleshooting and resolving database-related issues, such as performance bottlenecks, data corruption, or connectivity problems. This includes performing routine maintenance tasks, such as applying patches and updates, and ensuring that databases are running smoothly and securely.

    Your role will require proficiency in database management systems, such as Oracle, SQL Server, MySQL, or PostgreSQL, as well as experience with backup and recovery tools, performance tuning, and query optimization. Strong problem-solving skills and a solid understanding of database principles and best practices will be essential for success in this role.

    By ensuring the reliability, security, and performance of database systems, you will play a critical role in supporting the organization’s data management needs and enabling effective data-driven decision-making.","Security, Performance Tuning, Backup and Recovery, SQL",Senior,Swati Patel,3.3495014781467365,624750,Indore,Full-Time,Senior,MSc in Data Science,2024-08-17,2024-07-20,Medium,Yes,caleb.thaker@hcltechnologies.com
Larsen & Toubro,Artificial Intelligence Engineer,"As an Artificial Intelligence Engineer, you will be responsible for developing and deploying AI models and solutions that drive innovation and automation within the organization. Your role involves working with various AI techniques, such as natural language processing (NLP), computer vision, and neural networks, to create intelligent systems that solve complex problems.

    You will collaborate with data scientists, software engineers, and other stakeholders to design and implement AI models that meet business needs. This includes collecting and preprocessing data, selecting appropriate AI algorithms, and fine-tuning models to achieve high performance. Your work will involve applying advanced techniques such as deep learning, reinforcement learning, and generative models to create AI-driven applications.

    Additionally, you will be responsible for integrating AI models into production environments, ensuring that they operate efficiently and effectively. This includes monitoring model performance, addressing issues related to model drift, and continuously improving models based on feedback and new data. You will also work on developing AI-driven tools and applications that enhance business processes, improve customer experiences, and drive innovation.

    Your role will require strong programming skills in languages such as Python or Java, as well as experience with AI frameworks and libraries, such as TensorFlow, Keras, or OpenAI. A deep understanding of AI concepts, including machine learning, deep learning, and neural networks, will be essential for success in this role.

    By leveraging your expertise in artificial intelligence, you will play a key role in driving the organization’s AI strategy and ensuring that AI solutions deliver measurable business value. Your work will contribute to the organization’s ability to stay competitive in a rapidly evolving technological landscape.","AI, Neural Networks, Python, NLP, Computer Vision",Senior,Priya Reddy,4.771224370565122,1424500,Vadodara,Contract,Senior,MBA,2024-04-19,2024-06-26,Medium,No,anthony.morar@larsen&toubro.com
Larsen & Toubro,Web Developer,"As a Web Developer, you will be responsible for creating and maintaining websites and web applications that are functional, user-friendly, and visually appealing. Your role involves working with various technologies and programming languages to build responsive and interactive web solutions that meet user needs and business objectives.

    You will be involved in the entire web development process, including designing and implementing user interfaces, developing backend functionality, and ensuring cross-browser and cross-device compatibility. Your responsibilities will include writing clean, efficient code using technologies such as HTML, CSS, JavaScript, and various frameworks and libraries.

    Additionally, you will collaborate with designers and other developers to translate design concepts into functional web pages, optimize website performance, and troubleshoot and resolve issues. You will also work on integrating web applications with backend services, APIs, and databases to create cohesive and dynamic web experiences.

    Your role will require strong problem-solving skills, creativity, and attention to detail. Familiarity with version control systems (such as Git), content management systems (such as WordPress), and responsive design principles will be important for effectively managing your work and delivering high-quality web solutions.

    By leveraging your skills and expertise, you will play a key role in developing engaging and effective web applications that enhance user experience and contribute to the success of the organization’s online presence.","Web Design, HTML, JavaScript",Senior,Nikhil Kapoor,4.091771101476135,697500,Ahmedabad,Full-Time,Senior,MBA,2024-04-05,2024-06-10,Small,Yes,gaurav.srivastava@larsen&toubro.com
Adani Group,Data Engineer,"As a Data Engineer, you will be responsible for designing, building, and maintaining scalable data pipelines that support the collection, storage, and processing of large volumes of data. Your primary focus will be on creating robust systems that facilitate the seamless flow of data from various sources to data warehouses and analytical platforms. This involves developing ETL (Extract, Transform, Load) processes, ensuring data quality and integrity, and optimizing data storage solutions.

    In this role, you will work closely with data scientists and analysts to understand their data requirements and provide them with clean, reliable, and accessible data. You will also be involved in the implementation and management of database systems, including relational databases like PostgreSQL or MySQL, as well as NoSQL databases such as MongoDB or Cassandra. Ensuring the performance and security of these databases will be a key part of your responsibilities.

    Additionally, you will be tasked with monitoring and troubleshooting data pipelines to resolve issues and maintain data flow efficiency. This includes identifying bottlenecks, optimizing query performance, and implementing best practices for data management. You will also work on integrating data from diverse sources, including APIs, third-party services, and internal systems, to create a unified and comprehensive data environment.

    Your role will require proficiency in programming languages such as Python, Java, or Scala, as well as experience with big data technologies like Apache Hadoop, Apache Spark, or Kafka. Familiarity with cloud-based data platforms, such as AWS Redshift or Google BigQuery, will also be beneficial. A strong understanding of data modeling, schema design, and data warehousing concepts is essential for success in this role.

    As a Data Engineer, you will be instrumental in enabling data-driven decision-making within the organization by providing high-quality, accessible data solutions that support business intelligence and analytics efforts.","SQL, Python, Big Data, Data Warehousing",Mid-Level,Amitabh Bachchan,4.59711014388156,750500,Chennai,Part-Time,Mid-Level,MBA,2024-06-08,2024-02-11,Small,No,gautam.chaudhuri@adanigroup.com
Wipro,Machine Learning Engineer,"As a Machine Learning Engineer, you will be responsible for designing, developing, and deploying machine learning models and algorithms that drive data-driven insights and automation. Your role involves working with large datasets to build predictive models, optimize algorithms, and apply advanced machine learning techniques to solve complex problems.

    You will collaborate with data scientists and analysts to understand their requirements and develop machine learning solutions that meet their needs. This includes preprocessing and analyzing data, selecting appropriate machine learning algorithms, and fine-tuning models to achieve optimal performance.

    Additionally, you will be involved in implementing and integrating machine learning models into production systems, ensuring that they operate efficiently and effectively in real-world environments. Your responsibilities will also include monitoring model performance, conducting experiments to improve accuracy, and addressing issues related to model drift or degradation.

    Your role will require strong programming skills in languages such as Python or R, as well as experience with machine learning frameworks and libraries, such as TensorFlow, PyTorch, or scikit-learn. A solid understanding of statistical analysis, feature engineering, and model evaluation techniques will be essential for success in this role.

    By leveraging your expertise in machine learning, you will contribute to the organization’s ability to harness the power of data and drive innovation through advanced analytics and automation. Your work will play a critical role in enabling data-driven decision-making and creating intelligent solutions that deliver business value.","Data Modeling, TensorFlow, Python, Keras, Deep Learning",Mid-Level,Amitabh Bachchan,3.5686362133128307,1064000,Delhi,Full-Time,Mid-Level,BTech in IT,2024-07-01,2024-07-12,Large,No,ekavir.gole@wipro.com
Larsen & Toubro,Product Manager,"As a Product Manager, you will be responsible for overseeing the development, launch, and lifecycle of products within the organization. Your role involves coordinating with various teams, including engineering, marketing, and sales, to ensure that products are delivered successfully and meet market demands.

    You will lead the product development process from concept to launch, which includes conducting market research to identify customer needs and industry trends, defining product requirements, and creating detailed product roadmaps. Your responsibilities will involve working closely with stakeholders to prioritize features, set milestones, and manage the product backlog to ensure that development efforts align with business goals.

    Additionally, you will be responsible for monitoring product performance, gathering user feedback, and analyzing market data to make informed decisions about product enhancements and improvements. You will collaborate with marketing teams to develop go-to-market strategies, create product messaging, and support promotional activities to drive product adoption and growth.

    Your role will also include managing the product lifecycle, which involves overseeing product releases, coordinating with support teams to address customer issues, and making strategic decisions about product updates and discontinuation. Strong project management skills, strategic thinking, and the ability to communicate effectively with both technical and non-technical stakeholders will be essential for success in this role.

    You will be expected to stay up-to-date with industry trends and competitive landscape, leveraging your knowledge to drive innovation and ensure that products remain relevant and competitive in the market. Your role as a Product Manager will be instrumental in delivering high-impact products that contribute to the organization’s success and meet the needs of its customers.","Strategic Planning, Product Development, Project Management, Cross-Functional Collaboration",Mid-Level,Priya Reddy,4.8473975329147025,1768000,Gurgaon,Contract,Mid-Level,BTech in CS,2024-04-10,2024-05-01,Large,No,lekha.dugar@larsen&toubro.com
Adani Group,Artificial Intelligence Engineer,"As an Artificial Intelligence Engineer, you will be responsible for developing and deploying AI models and solutions that drive innovation and automation within the organization. Your role involves working with various AI techniques, such as natural language processing (NLP), computer vision, and neural networks, to create intelligent systems that solve complex problems.

    You will collaborate with data scientists, software engineers, and other stakeholders to design and implement AI models that meet business needs. This includes collecting and preprocessing data, selecting appropriate AI algorithms, and fine-tuning models to achieve high performance. Your work will involve applying advanced techniques such as deep learning, reinforcement learning, and generative models to create AI-driven applications.

    Additionally, you will be responsible for integrating AI models into production environments, ensuring that they operate efficiently and effectively. This includes monitoring model performance, addressing issues related to model drift, and continuously improving models based on feedback and new data. You will also work on developing AI-driven tools and applications that enhance business processes, improve customer experiences, and drive innovation.

    Your role will require strong programming skills in languages such as Python or Java, as well as experience with AI frameworks and libraries, such as TensorFlow, Keras, or OpenAI. A deep understanding of AI concepts, including machine learning, deep learning, and neural networks, will be essential for success in this role.

    By leveraging your expertise in artificial intelligence, you will play a key role in driving the organization’s AI strategy and ensuring that AI solutions deliver measurable business value. Your work will contribute to the organization’s ability to stay competitive in a rapidly evolving technological landscape.","AI, Python, Neural Networks",Senior,Geeta Singh,4.858104047092413,1011750,Surat,Contract,Senior,MBA,2024-04-03,2024-08-19,Large,No,chaman.hans@adanigroup.com
Infosys,Network Engineer,"As a Network Engineer, you will be responsible for designing, implementing, and managing network infrastructure to ensure reliable and secure connectivity across the organization. Your role involves configuring and maintaining network hardware, such as routers, switches, and firewalls, and ensuring that network systems operate efficiently and securely.

    You will work on designing network architectures, including local area networks (LANs), wide area networks (WANs), and virtual private networks (VPNs), to support organizational operations and connectivity needs. Your responsibilities will also include monitoring network performance, identifying and resolving connectivity issues, and implementing network security measures to protect against cyber threats.

    Additionally, you will collaborate with other IT professionals to integrate network systems with existing infrastructure, support network-related projects, and ensure that network solutions align with business requirements. You will also be involved in planning and executing network upgrades, migrations, and expansions to accommodate growing organizational needs.

    Your role will require strong technical skills in networking protocols, such as TCP/IP, and experience with network management tools and technologies. Familiarity with network security best practices, as well as certification in networking technologies (such as Cisco CCNA or CompTIA Network+), will be valuable assets in this role.

    By ensuring the reliability, security, and performance of network infrastructure, you will play a crucial role in supporting the organization’s connectivity and communication needs and enabling efficient and secure network operations.","Cisco, Network Security, Routing, Networking",Senior,Vikram Singh,4.409418105165699,1196000,Pune,Contract,Senior,BTech in CS,2024-05-10,2024-07-18,Small,Yes,finn.chopra@infosys.com
Wipro,Data Engineer,"As a Data Engineer, you will be responsible for designing, building, and maintaining scalable data pipelines that support the collection, storage, and processing of large volumes of data. Your primary focus will be on creating robust systems that facilitate the seamless flow of data from various sources to data warehouses and analytical platforms. This involves developing ETL (Extract, Transform, Load) processes, ensuring data quality and integrity, and optimizing data storage solutions.

    In this role, you will work closely with data scientists and analysts to understand their data requirements and provide them with clean, reliable, and accessible data. You will also be involved in the implementation and management of database systems, including relational databases like PostgreSQL or MySQL, as well as NoSQL databases such as MongoDB or Cassandra. Ensuring the performance and security of these databases will be a key part of your responsibilities.

    Additionally, you will be tasked with monitoring and troubleshooting data pipelines to resolve issues and maintain data flow efficiency. This includes identifying bottlenecks, optimizing query performance, and implementing best practices for data management. You will also work on integrating data from diverse sources, including APIs, third-party services, and internal systems, to create a unified and comprehensive data environment.

    Your role will require proficiency in programming languages such as Python, Java, or Scala, as well as experience with big data technologies like Apache Hadoop, Apache Spark, or Kafka. Familiarity with cloud-based data platforms, such as AWS Redshift or Google BigQuery, will also be beneficial. A strong understanding of data modeling, schema design, and data warehousing concepts is essential for success in this role.

    As a Data Engineer, you will be instrumental in enabling data-driven decision-making within the organization by providing high-quality, accessible data solutions that support business intelligence and analytics efforts.","Big Data, ETL, Data Warehousing",Entry-Level,Nikhil Kapoor,3.6777096919738623,880000,Jaipur,Contract,Entry-Level,BTech in CS,2024-06-16,2024-05-25,Small,No,banjeet.palla@wipro.com
Mahindra & Mahindra,HR Specialist,"As an HR Specialist, you will be responsible for managing various aspects of human resources within the organization, including recruitment, employee relations, and HR policies. Your role involves working with employees and management to ensure that HR processes are efficient, effective, and aligned with organizational goals.

    You will be involved in the recruitment process, which includes developing job descriptions, posting job ads, screening resumes, and conducting interviews. Your responsibilities will also include managing employee relations, handling employee grievances, and providing support to employees on HR-related issues.

    Additionally, you will work on developing and implementing HR policies and procedures, ensuring compliance with labor laws and regulations, and maintaining accurate employee records. You will also be involved in coordinating training and development programs, conducting performance reviews, and managing employee benefits.

    Your role will require strong communication and interpersonal skills, as well as a solid understanding of HR practices and labor laws. Proficiency in HR software and tools, such as HRIS, will be valuable in managing HR processes and maintaining accurate records.

    By effectively managing HR processes and supporting employees, you will play a key role in fostering a positive work environment and contributing to the organization’s success.","Employee Relations, Training and Development, Recruitment, Compliance, HR Policies",Entry-Level,Geeta Singh,3.0314164449052097,832000,Hyderabad,Contract,Entry-Level,BTech in IT,2024-06-19,2024-08-13,Small,No,luke.dani@mahindra&mahindra.com
Wipro,Network Engineer,"As a Network Engineer, you will be responsible for designing, implementing, and managing network infrastructure to ensure reliable and secure connectivity across the organization. Your role involves configuring and maintaining network hardware, such as routers, switches, and firewalls, and ensuring that network systems operate efficiently and securely.

    You will work on designing network architectures, including local area networks (LANs), wide area networks (WANs), and virtual private networks (VPNs), to support organizational operations and connectivity needs. Your responsibilities will also include monitoring network performance, identifying and resolving connectivity issues, and implementing network security measures to protect against cyber threats.

    Additionally, you will collaborate with other IT professionals to integrate network systems with existing infrastructure, support network-related projects, and ensure that network solutions align with business requirements. You will also be involved in planning and executing network upgrades, migrations, and expansions to accommodate growing organizational needs.

    Your role will require strong technical skills in networking protocols, such as TCP/IP, and experience with network management tools and technologies. Familiarity with network security best practices, as well as certification in networking technologies (such as Cisco CCNA or CompTIA Network+), will be valuable assets in this role.

    By ensuring the reliability, security, and performance of network infrastructure, you will play a crucial role in supporting the organization’s connectivity and communication needs and enabling efficient and secure network operations.","Routing, Cisco, Networking, Network Security, Switching",Senior,Swati Patel,4.780963480396542,920000,Ahmedabad,Part-Time,Senior,MSc in Data Science,2024-04-01,2024-03-18,Small,Yes,yauvani.krishnamurthy@wipro.com
